Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web site: http://nsidc.org/data/nsidc-0081.html
2016,    06,  10,     10.782,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160610_f18_nrt_n.bin
2016,    06,  11,     10.698,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160611_f18_nrt_n.bin
2016,    06,  12,     10.720,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160612_f18_nrt_n.bin
2016,    06,  13,     10.657,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160613_f18_nrt_n.bin
2016,    06,  14,     10.573,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160614_f18_nrt_n.bin
2016,    06,  15,     10.571,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160615_f18_nrt_n.bin
2016,    06,  16,     10.442,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160616_f18_nrt_n.bin
2016,    06,  17,     10.339,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160617_f18_nrt_n.bin
2016,    06,  18,     10.337,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160618_f18_nrt_n.bin
2016,    06,  19,     10.239,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160619_f18_nrt_n.bin
2016,    06,  20,     10.028,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160620_f18_nrt_n.bin
2016,    06,  21,     10.015,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160621_f18_nrt_n.bin
2016,    06,  22,      9.958,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160622_f18_nrt_n.bin
2016,    06,  23,      9.893,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160623_f18_nrt_n.bin
2016,    06,  24,      9.772,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160624_f18_nrt_n.bin
2016,    06,  25,      9.647,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160625_f18_nrt_n.bin
2016,    06,  26,      9.673,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160626_f18_nrt_n.bin
2016,    06,  27,      9.542,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160627_f18_nrt_n.bin
2016,    06,  28,      9.489,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160628_f18_nrt_n.bin
2016,    06,  29,      9.446,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160629_f18_nrt_n.bin
2016,    06,  30,      9.334,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160630_f18_nrt_n.bin
2016,    07,  01,      9.179,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160701_f18_nrt_n.bin
2016,    07,  02,      9.111,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160702_f18_nrt_n.bin
2016,    07,  03,      9.048,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160703_f18_nrt_n.bin
2016,    07,  04,      8.954,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160704_f18_nrt_n.bin
2016,    07,  05,      8.800,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160705_f18_nrt_n.bin
2016,    07,  06,      8.780,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160706_f18_nrt_n.bin
2016,    07,  07,      8.686,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160707_f18_nrt_n.bin
2016,    07,  08,      8.559,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160708_f18_nrt_n.bin
2016,    07,  09,      8.512,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160709_f18_nrt_n.bin
2016,    07,  10,      8.418,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160710_f18_nrt_n.bin
2016,    07,  11,      8.238,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160711_f18_nrt_n.bin
2016,    07,  12,      8.067,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160712_f18_nrt_n.bin
2016,    07,  13,      7.923,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160713_f18_nrt_n.bin
2016,    07,  14,      7.882,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160714_f18_nrt_n.bin
2016,    07,  15,      7.808,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160715_f18_nrt_n.bin
2016,    07,  16,      7.831,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160716_f18_nrt_n.bin
2016,    07,  17,      7.846,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160717_f18_nrt_n.bin
2016,    07,  18,      7.746,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160718_f18_nrt_n.bin
2016,    07,  19,      7.669,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160719_f18_nrt_n.bin
2016,    07,  20,      7.528,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160720_f18_nrt_n.bin
2016,    07,  21,      7.465,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160721_f18_nrt_n.bin
2016,    07,  22,      7.386,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160722_f18_nrt_n.bin
2016,    07,  23,      7.293,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160723_f18_nrt_n.bin
2016,    07,  24,      7.255,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160724_f18_nrt_n.bin
2016,    07,  25,      7.203,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160725_f18_nrt_n.bin
2016,    07,  26,      7.171,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160726_f18_nrt_n.bin
2016,    07,  27,      7.139,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160727_f18_nrt_n.bin
2016,    07,  28,      6.909,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160728_f18_nrt_n.bin
2016,    07,  29,      6.921,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160729_f18_nrt_n.bin
2016,    07,  30,      6.719,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160730_f18_nrt_n.bin
2016,    07,  31,      6.665,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160731_f18_nrt_n.bin
2016,    08,  01,      6.502,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160801_f18_nrt_n.bin
2016,    08,  02,      6.385,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160802_f18_nrt_n.bin
2016,    08,  03,      6.197,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160803_f18_nrt_n.bin
2016,    08,  04,      6.267,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160804_f18_nrt_n.bin
2016,    08,  05,      6.184,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160805_f18_nrt_n.bin
2016,    08,  06,      6.067,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160806_f18_nrt_n.bin
2016,    08,  07,      5.961,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160807_f18_nrt_n.bin
2016,    08,  08,      5.924,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160808_f18_nrt_n.bin
2016,    08,  09,      5.906,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160809_f18_nrt_n.bin
2016,    08,  10,      5.765,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160810_f18_nrt_n.bin
2016,    08,  11,      5.623,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160811_f18_nrt_n.bin
2016,    08,  12,      5.552,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160812_f18_nrt_n.bin
2016,    08,  13,      5.622,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160813_f18_nrt_n.bin
2016,    08,  14,      5.499,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160814_f18_nrt_n.bin
2016,    08,  15,      5.387,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160815_f18_nrt_n.bin
2016,    08,  16,      5.251,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160816_f18_nrt_n.bin
2016,    08,  17,      5.262,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160817_f18_nrt_n.bin
2016,    08,  18,      5.208,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160818_f18_nrt_n.bin
2016,    08,  19,      5.186,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160819_f18_nrt_n.bin
2016,    08,  20,      5.022,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160820_f18_nrt_n.bin
2016,    08,  21,      5.021,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160821_f18_nrt_n.bin
2016,    08,  22,      5.101,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160822_f18_nrt_n.bin
2016,    08,  23,      4.982,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160823_f18_nrt_n.bin
2016,    08,  24,      4.939,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160824_f18_nrt_n.bin
2016,    08,  25,      4.850,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160825_f18_nrt_n.bin
2016,    08,  26,      4.710,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160826_f18_nrt_n.bin
2016,    08,  27,      4.537,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160827_f18_nrt_n.bin
2016,    08,  28,      4.707,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160828_f18_nrt_n.bin
2016,    08,  29,      4.547,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160829_f18_nrt_n.bin
2016,    08,  30,      4.469,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160830_f18_nrt_n.bin
2016,    08,  31,      4.388,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160831_f18_nrt_n.bin
2016,    09,  01,      4.278,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160901_f18_nrt_n.bin
2016,    09,  02,      4.211,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160902_f18_nrt_n.bin
2016,    09,  03,      4.263,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160903_f18_nrt_n.bin
2016,    09,  04,      4.258,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160904_f18_nrt_n.bin
2016,    09,  05,      4.201,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160905_f18_nrt_n.bin
2016,    09,  06,      4.203,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160906_f18_nrt_n.bin
2016,    09,  07,      4.083,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160907_f18_nrt_n.bin
2016,    09,  08,      4.104,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160908_f18_nrt_n.bin
2016,    09,  09,      4.137,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160909_f18_nrt_n.bin
2016,    09,  10,      4.160,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160910_f18_nrt_n.bin
2016,    09,  11,      4.209,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160911_f18_nrt_n.bin
2016,    09,  12,      4.236,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160912_f18_nrt_n.bin
2016,    09,  13,      4.341,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160913_f18_nrt_n.bin
2016,    09,  14,      4.357,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160914_f18_nrt_n.bin
2016,    09,  15,      4.378,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160915_f18_nrt_n.bin
2016,    09,  16,      4.363,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160916_f18_nrt_n.bin
2016,    09,  17,      4.309,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160917_f18_nrt_n.bin
2016,    09,  18,      4.434,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160918_f18_nrt_n.bin
2016,    09,  19,      4.495,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160919_f18_nrt_n.bin
2016,    09,  20,      4.533,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160920_f18_nrt_n.bin
2016,    09,  21,      4.593,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160921_f18_nrt_n.bin
2016,    09,  22,      4.627,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160922_f18_nrt_n.bin
2016,    09,  23,      4.814,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160923_f18_nrt_n.bin
2016,    09,  24,      4.899,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160924_f18_nrt_n.bin
2016,    09,  25,      4.916,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160925_f18_nrt_n.bin
2016,    09,  26,      5.071,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160926_f18_nrt_n.bin
2016,    09,  27,      5.143,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160927_f18_nrt_n.bin
2016,    09,  28,      5.174,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160928_f18_nrt_n.bin
2016,    09,  29,      5.175,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160929_f18_nrt_n.bin
2016,    09,  30,      5.187,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20160930_f18_nrt_n.bin
2016,    10,  01,      5.281,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161001_f18_nrt_n.bin
2016,    10,  02,      5.285,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161002_f18_nrt_n.bin
2016,    10,  03,      5.269,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161003_f18_nrt_n.bin
2016,    10,  04,      5.269,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161004_f18_nrt_n.bin
2016,    10,  05,      5.327,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161005_f18_nrt_n.bin
2016,    10,  06,      5.387,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161006_f18_nrt_n.bin
2016,    10,  07,      5.363,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161007_f18_nrt_n.bin
2016,    10,  08,      5.405,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161008_f18_nrt_n.bin
2016,    10,  09,      5.386,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161009_f18_nrt_n.bin
2016,    10,  10,      5.425,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161010_f18_nrt_n.bin
2016,    10,  11,      5.446,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161011_f18_nrt_n.bin
2016,    10,  12,      5.515,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161012_f18_nrt_n.bin
2016,    10,  13,      5.554,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161013_f18_nrt_n.bin
2016,    10,  14,      5.598,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161014_f18_nrt_n.bin
2016,    10,  15,      5.736,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161015_f18_nrt_n.bin
2016,    10,  16,      5.857,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161016_f18_nrt_n.bin
2016,    10,  17,      5.880,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161017_f18_nrt_n.bin
2016,    10,  18,      5.931,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161018_f18_nrt_n.bin
2016,    10,  19,      6.105,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161019_f18_nrt_n.bin
2016,    10,  20,      6.310,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161020_f18_nrt_n.bin
2016,    10,  21,      6.466,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161021_f18_nrt_n.bin
2016,    10,  22,      6.583,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161022_f18_nrt_n.bin
2016,    10,  23,      6.705,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161023_f18_nrt_n.bin
2016,    10,  24,      6.794,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161024_f18_nrt_n.bin
2016,    10,  25,      6.956,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161025_f18_nrt_n.bin
2016,    10,  26,      6.965,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161026_f18_nrt_n.bin
2016,    10,  27,      7.006,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161027_f18_nrt_n.bin
2016,    10,  28,      7.103,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161028_f18_nrt_n.bin
2016,    10,  29,      7.111,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161029_f18_nrt_n.bin
2016,    10,  30,      7.048,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161030_f18_nrt_n.bin
2016,    10,  31,      7.080,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161031_f18_nrt_n.bin
2016,    11,  01,      7.172,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161101_f18_nrt_n.bin
2016,    11,  02,      7.342,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161102_f18_nrt_n.bin
2016,    11,  03,      7.551,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161103_f18_nrt_n.bin
2016,    11,  04,      7.634,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161104_f18_nrt_n.bin
2016,    11,  05,      7.858,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161105_f18_nrt_n.bin
2016,    11,  06,      8.042,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161106_f18_nrt_n.bin
2016,    11,  07,      8.184,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161107_f18_nrt_n.bin
2016,    11,  08,      8.238,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161108_f18_nrt_n.bin
2016,    11,  09,      8.386,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161109_f18_nrt_n.bin
2016,    11,  10,      8.403,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161110_f18_nrt_n.bin
2016,    11,  11,      8.520,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161111_f18_nrt_n.bin
2016,    11,  12,      8.615,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161112_f18_nrt_n.bin
2016,    11,  13,      8.613,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161113_f18_nrt_n.bin
2016,    11,  14,      8.676,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161114_f18_nrt_n.bin
2016,    11,  15,      8.714,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161115_f18_nrt_n.bin
2016,    11,  16,      8.753,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161116_f18_nrt_n.bin
2016,    11,  17,      8.606,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161117_f18_nrt_n.bin
2016,    11,  18,      8.534,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161118_f18_nrt_n.bin
2016,    11,  19,      8.560,      0.000, ftp://sidads.colorado.edu/pub/DATASETS/nsidc0081_nrt_nasateam_seaice/north/nt_20161119_f18_nrt_n.bin
